City,Landmark,Full_Adress,Time
Gurgaon, GURGAON SEC 22," SCF 82, GROUND FLOOR, SECTOR 22,,GURGAON - 122001 PH.NO. 0124-4383700 / 4383701 / 4383702 / 4383703 / 4383704 / 4383705 / 4383706 / 4383707 / 4383708",11 AM to 11 PM 
Gurgaon, GURGAON DLF INFINITY," UGF/RTC 9BUILDING NO. 8, TOWER CDLF- 2,DLF CITY,DLF CITY,GURGAON - 122002 PH.NO. 0124-4263400/4263401/4263402/4263403/4263404/4263405/4263406/4263407",11 AM to 11 PM 
Gurgaon, CYBER PARK," UNIT NO 012B,GROUND FLOORTOWER BUNITECH CYBER PARKSEC 39,GURGAON - 122002 PH.NO. 0124-4291100/ 01/ 02 /03/ 04/ 05/ 06/ 07/ 08/ 09",11 AM to 11 PM 
Gurgaon," HONG KONG BAZAAR,SEC-57"," SHOP NO -12 & 13 ,UPPER GROUND FLR,COMMERCIAL COMPLEX,BLOCK-F,HONG KONG BAZAAR,SUSHANT LOK-2,,GURGAON - 122002 PH.NO. 0124-4233700/ 01/ 02/ 03/ 04/ 05/ 06",11 AM to 11 PM 
Gurgaon, SECTOR-4," GROUND FLR,SCF-30,SECTOR-4,URBAN ESTATEHUDA MARKET,GURGAON - 122001 PH.NO. 0124-4222700/ 01/ 02/ 03/ 04/ 05/ 06",11 AM to 11 PM 
Gurgaon, SECTOR-29," SCO No-35, Ground Floor, Sector-29, GURGAON, 122001. PH NO : 0124-4174360",11 AM to 11 PM 
Gurgaon," ILD TRADE CENTRE, SECTOR - 47"," Unit No. 30, Ground floor, ILD Trade Center, Sector- 47, Sohna Road, GURGAON, HARYANAPH NO : 01242650000-99",11 AM to 11 PM 
Gurgaon," QUATAB PLAZA, GURGAON"," SHOP NO. K-1 AND K-13,GROUND FLOOR, DLF QUTAB PLAZA,DLF QUTAB ENCLAVE COMPLEX, PHASE -1,TEHSIL AND DISTRICT GURGAON, GURGAON-122002,PH.NO.01244216131",11 AM to 11 PM 
Gurgaon," UNITECH, IT&ITES SEZ, DUNDAHERA"," UNIT NO. 1, GROUND FLOOR, AMENITY BLOCK, IT/ITES SEZ, VILLAGE DUNDAHERA, TEHSIL AND DISTRICT GURGAON, GURGAON-122016ph. 012 - 44406560",11 AM to 11 PM 
Gurgaon," ANSAL PLAZA MALL , PALAM VIHAN GURGAON"," SHOP NO. UGA-02A, FIRST FLOOR, ANSAL PLAZA, BLOCK-G, GURGAON-122017, PH.NO.0124-4421950",11 AM to 11 PM 
Gurgaon," SEC-10, GURGAON"," Ground Floor & BasementSCO No. 18, Sector 10A,Gurgaon - 122001",11 AM to 11 PM 
Gurgaon," SECTOR-18, GURGAON"," SCO-35, HUDA Commercial Complex, Sector-18, Udyog Vihar, Gurgaon- 122001PH-1244576850",11 AM to 11 PM 
Gurgaon," SECTOR-56, GURGAON"," Ground Floor, SCO 62, Sector-56,Gurgaon-122002 (Haryana)PH-01244587800",11 AM to 11 PM 
Gurgaon, HUDA CITY CENTRE(METRO STATION)," Restaurant No-2,North Wing,Huda City Centre Metro Station,sector-29,Gurgaon-122001(Haryana)PH NO-1242385173",11 AM to 11 PM 
Gurgaon," Amarpali Corporate Hub, Sec -2, Gurgaon"," Shop No. – G35 , G69, Sec -2, Amarpali Corporate Hub, Manesar - 122050",11 AM to 11 PM 
Gurgaon," GOOD EARTH, GURGAON"," Shop No. 04 and Shop No.12, Ground Floor, Good Earth Complex, Good Earth City Centre, Sector-50 Malibu Town, Gurgaon-122002PH- 124-4690671/71/72/74/75/76,124-4690681/82/83/84/85/86/87",11 AM to 11 PM 
Gurgaon, EROS CITY SQUARE," Space no 88A Ground Floor Eros City Square  Rosewood City Sector – 49/50 Village Ghasola Badshahpur Sohna Road Gurugram, Haryana-122018",11 AM to 11 PM 
Gurgaon, SECTOR-9  GURUGRAM HARYANA, SECTOR-9 GURUGRAM HARYANA   SCO 205 Ground Floor and First Floor Sector 9 Gurugram Haryana 122001,11 AM to 11 PM 
Gurgaon, SECTOR-15 GURGAON  HARYANA, Commercial SCO 37 Basement and Ground Floor Sector 15 Part 2 GURGAON Haryana 122022,11 AM to 11 PM 
Gurgaon, VIPUL SQUARE GURGAON HARYANA, Unit # 115-A-B First Floor Orchid Square B Block Sushant Lok Phase-I Gurgaon Haryana 122002,11 AM to 11 PM 
Gurgaon, ANSAL CORPORATE PLAZA C2 GURGAON, Shop#G 21 44 Ground Floor Ansal Corporate Plaza Carterpuri Road Block-C-2 Palam Vihar GURGAON Haryana-122017,11 AM to 11 PM 
Gurgaon, REACH AIRIA MALL GURGAON HARYANA, Unit No SF 13 Second Floor Reach Airia Mall Village Badshahpur Gurgaon 122102 Haryana,11 AM to 11 PM 
Gurgaon, Bharti Worldmark," Fc#02,  First Floor,  Sector-65,  Gurugram,  Village Maidawas,  Haryana -122001, , Gurgaonn, Haryana, 122001",11 AM to 11 PM 
Gurgaon, Reach 3 Roads," Ground Floor,  Unit No. Gf-Mz-29 And Part B Of Unit No. Gf-Mz-28,  Reach 3 Roads, Sector 70, Gurugram - 122008,  Haryana, 0, 0, Gurugram, Haryana, 122008",11 AM to 11 PM 
Gurgaon, Sapphire 83 Mall," G-66 & 67,  Ground Floor, Sapphire 83 Mall, Haryana- 122018, 0, Gurgaon , Haryana , 122018",11 AM to 11 PM 
Gurgaon," Sector - 5, Gurgaon, Haryana"," First Floor,  Sco No. – 48 & 49, Huda Market,  Sector - 5, Haryana- 122001, 0, Gurgaon , Haryana , 122001",11 AM to 11 PM 
Gurgaon," Suncity Business Tower, Sector-54"," Golf Course Road, Shop No.Gf-01, Golf Course Road,  Gurgaon, Unassigned, Gurgaon, Haryana, 122002",11 AM to 11 PM 
Gurgaon," Sector -46  ,Gurgaon"," समसपुर टिग्रा मार्ग, सेक्टर ४६, गुरुग्राम, हरियाणा 122003",11 AM to 11 PM 
Noida, NOIDA SECTOR 18," C 2/22,SECTOR-18,NOIDA - 201301 PH 01204803250",11 AM to 11 PM 
Noida, NOIDA SECTOR 61," SHOP NO. 6, PLOT NO.134-B,LOWER GROUND, SUPERTECH SHOPRIX,SECTOR-61,NOIDA - 201301, ph. 0120-2581738-42Phone-0120-4097430",11 AM to 11 PM 
Noida, NOIDA SECTOR 50," B-1/55, CENTRAL MARKET, SECTOR 50,,NOIDA - 201301 PH.NO. 01204015760",11 AM to 11 PM 
Noida, NOIDA SEC 110," SHOP - 10, BLOCK - A-3, SEC-110 ,,NOIDA - 201301 PH.NO. PH: 0120-4388350",11 AM to 11 PM 
Noida, DLF 3C GALAXY SEC 62," DLF 3C GALAXY, A-44 & 45, SEC 62, SEC 62,,NOIDA - 201301 PH.NO. 0120-2405590-95Phone-0120-4015700",11 AM to 11 PM 
Noida, AMITY UNIVERSITY   NOIDA," GROUND FLOOR PLOT NO.4, SECTOR-125, AMITY UNIVERSITY CAMPUS, Sector 125, Noida, Uttar Pradesh 201313, India",11 AM to 11 PM 
Noida, SECTOR-63(NOIDA)," GROUND FLOOR, PLOT NO. 19, BLOCK H1A, SECTOR - 63,,NOIDA - 201301 PH.NO. 0120-4725450",11 AM to 11 PM 
Noida, GIP," UNIT NO. 302A, THE GREAT INDIA PLACE, Plot No. A2, Sector 38, Noida, Uttar Pradesh 201301, India",11 AM to 11 PM 
Noida," BOTANICAL GARDEN, METRO STATION"," BOTANICAL GARDEN, METRO STATION, GROUND FLOOR, NOIDA-201301 PH NO-0120-2430103",11 AM to 11 PM 
Noida, ADVANT IT PARK," Plot No.07Sector-142ExpresswayNOIDA,UTTAR PRADESH-201301PH.NO-01204801100",11 AM to 11 PM 
Noida, SECTOR-48," Plot No. 232A/1,Block-C, Sector-48,District Gautam Budh Nagar,Noida-201307, Uttar Pradesh PH-0120-4007100",11 AM to 11 PM 
Noida, POKHRA, Bangalore Pokhra,11 AM to 11 PM 
Noida," EXPRESS TRADE TOWER,NOIDA"," Ground floor,Tower 2,Express Trade Towers 2,B-36,Sector 132 ,Noida–201301",11 AM to 11 PM 
Noida, MALL OF INDIA NOIDA UTTAR PRADESH, FC 1 Fourth Floor Plot No M-03 Mall of India  Sector 18 Noida Uttar Pradesh 201301,11 AM to 11 PM 
Noida," RG RESIDENCY,SECTOR 120,NOIDA,U.P."," Ground Floor,Shop No.G-2,Commercial Complex,RG Residency Pvt.Ltd,Plot No.GH- 02,Sector-120,Noida,District- Gautam Budh Nagar(U.P.), Pin- 201301",11 AM to 11 PM 
Noida," KIDZANIA, NOIDA, UTTAR PRADESH"," Plot No. A 2, Sector 38 A, District Gautama Budh Nagar, Noida, Uttar Pradesh 201301, India",11 AM to 11 PM 
Noida," ADITYA URBAN CASA, SECTOR 78, NOIDA, UTTAR PRADESH","  Aditya Urban Casa,Shop No.8,Ground Floor,Plot No.GH-01/B,Sector 78,Noida,UttarPradesh,201301",11 AM to 11 PM 
Noida," SECTOR 34,NOIDA,UTTAR PRADESH"," Group Housing Plot no GHP 078,Block C,Sector 34,Noida,Pin 201307,District. Gautam Budh Nagar,Uttar Pradesh",11 AM to 11 PM 
Noida," SECTOR- 16, NOIDA, UTTAR PRADESH",  First Floor Plot No 222 & 223 Block B Sector 16 Noida Uttar Pradesh 201301 Ph- 01204452500,11 AM to 11 PM 
Noida," Logix Mall, Noida Sector-32"," Unit No. FC-12, Third Floor, Logix City Centre Mall, Plot No. BW-58, Sector-32, Noida, Uttar Pradesh -201301, India",11 AM to 11 PM 
Noida, CIVITECH NOIDA, Shop No. F7 First Floor Civitech Central Plot No GH-02C Sector 77  Noida -201301 Uttar Pradesh  PH-0120-4099400,11 AM to 11 PM 
Noida, CANDOR SECTOR 62 NOIDA, Unit No 4 & 12 Ground Floor Block 7 Tower B of Amenity Block I Candor Techspace Plot No 2 Sector 62 Noida Gautam Budh Nagar Uttar Pradesh 201309,11 AM to 11 PM 
Noida, SPICE MALL SECTOR 25A NOIDA UTTAR PRADESH, SPICE MALL SECTOR 25A NOIDA UTTAR PRADESH Shop No 202 half part left side First Floor Spice World Plot No I 2 Sector 25 Noida Gautam Budh Nagar 201301 Uttar Pradesh,11 AM to 11 PM 
Noida, Oxygen Buisness Park," FC 4 & 5 at Podium Level, Oxygen Business Park, Plot No. 7, Sector 144, Noida, Uttar Pradesh 201304",11 AM to 11 PM 
Noida, G D Goenka," Noida, Uttar Pradesh, 201301",11 AM to 11 PM 
kolkata, ALIPORE," 9A,JUDGES COURT ROAD,OPPOSITE JUDGE COURTALIPORE,KOLKATA - 700064 PH.NO. 7890479631/9073340493",11 AM to 11 PM 
kolkata, SECTOR 1 SALTLAKE," BF-193,SECTOR-1,SALT LAKE CITYSALT LAKE CITY,KOLKATA - 700027 PH.NO. 033-23594981 / 82 / 83 / 84/ 32402882/ 23594991/ 92",11 AM to 11 PM 
kolkata, NEW EMPIRE," 3A, HUMAYUN PLACE, NEAR NEW EMPIRE CINEMA",11 AM to 11 PM 
kolkata, BALLYGUNGE CIRCULAR ROAD," 62/7,BALLY GUNJ CIRCULAR ROAD,BALLY GUNJBALLY GUNJ,KOLKATA - 700019 PH.NO. 033-40633338/ 39/ 24864747 / 48/ 24865747 / 48 / 49 / 50/ 32525003",11 AM to 11 PM 
kolkata, JODHPUR PARK," 1/432,GARIAHAT ROAD (SOUTH),JODHPUR PARKJODHPUR PARK,KOLKATA - 700068 PH.NO. 033-24837471-76-24148036-24148049",11 AM to 11 PM 
kolkata, RUSSEL STREET," SHOP NO.7, NO.2, RUSSEL STREET",11 AM to 11 PM 
kolkata, BANGUR AVENUE," P-108/2,BLK-C,BANGUR AVENUE,LAKE TOWN,KOLKATA - 700055 PH.NO. 033-25746003 / 4 / 5 / 6 / 7/ 25748008 / 9/ 40676076/ 40676077",11 AM to 11 PM 
kolkata, GARIAHAT," 65 P.C.SARKAR SARANI, FR-1, AKRITI APARTMENT, NEAR BIJAN SETU",11 AM to 11 PM 
kolkata, TOLLYGUNGE NAKTALA," 239 N.S.C BOSE ROAD, NEAR USHA BUS STOP,TOLLY HEIGHT1ST FLOOR,,KOLKATA - 700047 PH.NO. 033-24286731/ 32/ 33/ 34/ 35 /36/ 37/ 38.",11 AM to 11 PM 
kolkata, MILLENIUM CITY SECTOR 5 SALTLAKE ," MILLENNIUM CITY, R-4, DN-62, SECTOR-V, TOWER -1,,KOLKATA - 700091 PH.NO. 033-23670011 / 12 / 13 / 14 / 15 / 16 / 17 / 18/ 40062595/ 40062552/ 40062553",11 AM to 11 PM 
kolkata, KANKURGACHI," GROUND FLOOR, P-55C.I.T ROADSCHEME 6 M, OPPOSITE PANTALOONSKANKURGACHI,KOLKATA - 700054 PH.NO. 033-23202701 / 02 / 03 / 04 / 05 / 06 / 07 / 08.",11 AM to 11 PM 
kolkata, AJOY NAGAR ," 1ST FLOOR, 333 AJOY NAGARPURBA JADHAVPUR,KOLKATA - 700075 PH.NO. 033-24167577/ 24167578/ 24167961/ 24167962 / 24168889/ 24168890/ 24167826/ 24167827",11 AM to 11 PM 
kolkata, NEW ALIPORE," GROUND FLOOR PLOT NO. 99ABLOCK- FNEW ALIPORE,KOLKATA - 700053 PH.NO. 033-24889252-58",11 AM to 11 PM 
kolkata, CITY CENTRE NEW TOWN," Unit No. 0202, Bk - C (Food Court)City Centre, New Town, P.O.Hatiara, Rajarhat",11 AM to 11 PM 
kolkata, BARASAT," N/24, GROUND FLOOR, JESSORE ROAD, 24 PARGANAS, KOLKATA, WEST WENGAL-700124, PH.NO. 033-25846602.",11 AM to 11 PM 
kolkata," N.S. BOSE ROAD, 24, PARGANAS"," GROUND FLOOR, HOLDING NO. 415, N.S. BOSE ROAD, RAJPUR SONARPUR MUNICIPALITY, P.S. SONARPUR DISTRICT SOUTH,24 PARGANAS, KOLKATA-700103, PH-NO:033- 24770147,49",11 AM to 11 PM 
kolkata, LAKE TOWN SHREEBHUMI ," UNIT NO. G – PART M – A, GROUND FLOOR, 441, CANAL STREET, VIP ROAD, P. S. LAKE TOWN DISTRICT 24, KOLKATA-700048, PH.NO.033-40275999",11 AM to 11 PM 
kolkata, DLF IT PARK NEW TOWN," SHOP NO 34/35 AND 36GROUND FLOOR, TOWER C,BLOCK- AS, DLF IT PARKNUMBER 8, MAJOR ARTERIAL ROAD,NEW TOWN,RAJARHAT,KOLKATA- 700156.PH-03340287600",11 AM to 11 PM 
kolkata, JOKA," Shop No. GA,Ground and First Floor, Riddhi Siddhi Garden,Mouja-Joka, P.O.Joka,P.S. Thakurpukur, Dist. 24 PGS(S),opposite ESI Hospital, Kolkata-700104, PH.NO-8336955971,8697519055",11 AM to 11 PM 
kolkata, PRINCE ANWAR SHAH ROAD," Ground & First floor,391/124A (previously 391/124),Prince Anwar Shah Road,Having Postal Address No.6/8,Poddar Nagar, Police Station – Jadavpur,Kolkata - 700068",11 AM to 11 PM 
kolkata, SALTEE PLAZA NAGERBAZAR," Saltee Plaza,1,K B Sarani, Ground Floor, Unit No.2,Kolkata-700080 PH-033-25510117/118/119",11 AM to 11 PM 
kolkata, BARRACKPORE," Ground Floor, ""Shyam Kunj"",Holding no. 40(26), B.T.Road,P.O. Talpukur, Barrackpore.Kolkata 700123.PH-03325453270-7",11 AM to 11 PM 
kolkata, CHOWRINGHEE ROAD," Ground Floor (front side),Premises No.31,Ward No.63,Chowringhee Road,Police Station- Shakespeare Sarani,Post Office- Park Street,Kolkata-700016,West Bengal,Ph No. 033-40064241-033-40070755",11 AM to 11 PM 
kolkata, MG ROAD KABARDANGA," Shop no.1X,  First Floor, Riddhi Siddhi Residency 40B, M.G  Road, Kolkata- 700082PH No-033-24022131/33/38/40 8240134185 8296591897 9051771258",11 AM to 11 PM 
kolkata, SODEPUR," Dakshminayan,Barasat Road,JL no-8,Dag no-352/1889,Ward no-20(old)23(New),holding no-113(old)15(New),Tauzi no-172(old)178(new),Under Panhihati Municipality,Sodepur,Kolkata-700110PH-3325956811",11 AM to 11 PM 
kolkata, NOAPARA CHINAR PARK NEW TOWN," Ground Floor, Shop no. 3& 4 New Town Rajarhat, JL No- 11, Ward No 9 Dist North 24 Parganas, PS-Newtown 24 Parganas(N) Kolkata-700157PH No-033 25720093/95/97/45/46/28/29",11 AM to 11 PM 
kolkata, MALANCHO," Ground Floor(front portion) and First Floor,Plot no.140/2A,Netaji Subhas Chandra Bose Road,Ward -95,KOLKATA Phone No.033-3324218115/16/17/18/19",11 AM to 11 PM 
kolkata, SINTHI MORE BT ROAD," First Floor, Premises No. 40, BT Road,  Ward No.1, Kolkata, West Bengal- 700050 Phone 033-25320137, 033-25320139",11 AM to 11 PM 
kolkata, KASBA UNITECH CHAMBER MALL(NEW)," Plot No.C-2/1, Ground Floor, Block No. 01, The Chamber, P.S. Kasba situated at Premises No. 1865, Rajdanga Main Road, Kolkata-700107",11 AM to 11 PM 
kolkata, ECOSPACE NEWTOWN," Ground Floor Plot No.IIF/12 Eco Space,New Town,Rajarath,North 24 Parganas,Kolkata 700156(West Bengal)",11 AM to 11 PM 
kolkata, DCN-PRETORIA STREET KOLKATA," Diamond Plaza Mall” (FOOD COURT), Unit No. 1 and 2 Ground Floor, Jessore Road, Shyam Nagar, Satgachi, South Dum Dum, Kolkata",11 AM to 11 PM 
kolkata," City Centre 1, Kolkata"," A 301, 3rd floor, Food Court, Sector 1, Bidhannagar, (Salt Lake City)",11 AM to 11 PM 
kolkata, VIVEKANANDA ROAD GIRISH PARK, 66 Vivekananda RoadGround Floor KolkataWest Bengal PIN-700006,11 AM to 11 PM 
kolkata, PARK CIRCUS , 1st Floor Syed Amir Ali Avenue Near Park Circus Crossing Opposite Quest Mall Kolkata-700017,11 AM to 11 PM 
kolkata, Acropolis," 3RD Floor, Cinepolis Acropolis Mall, Shantipally, Sector B, Rajdanga Main Rd, East Kolkata Twp, Kolkata, West Bengal 700107",11 AM to 11 PM 
kolkata, Metropolis Mall," The Metropolis, Hiland Park, 1925 Chakgaria, Kolkata",11 AM to 11 PM 
kolkata, EKDALIA ROAD GARIAHAT ," 5,EKDALIA ROAD,GROUND AND 1ST FLOOR,GARIAHAT,KOLKATA,WEST BENGAL- 700019 PH.NO-03324605701/02/03/04/05/07/08/",11 AM to 11 PM 
kolkata, LAKE MALL," Shop No. 13, 4th Floor, Lake Mall, PO Tollygunge, Thana Kalighat, Kolkata",11 AM to 11 PM 
kolkata," ROSE DALE PLAZA,KOLKATA, WEST BENGAL", Ground Floor Rosedale Plaza Rosedale Plaza Complex Action Area III Block 3 Newtown Kolkata-700160 West Bengal.,11 AM to 11 PM 
kolkata, VIP ROAD PS MAGNUM KAIKHALI," VIP ROAD P S MAGNUM  KOLKATA WEST BENGAL P.S Magnum Shop No G 5, 6, 7 Ground Floor VIP Road Kaukhali Police Station- Baguihati Kolkata 700052 Phone no 033-40512900",11 AM to 11 PM 
kolkata, DUNLOP, 1stFloor 177 B T Road Dunlop Kolkata 700035 West Bengal,11 AM to 11 PM 
kolkata, AJC BOSE ROAD SEALDAH," First Floor,Fomra Tower,84A,A.J.C.Bose Road,Sealdah,Opposite Entally Market,Kolkata-700014 West Bengal",11 AM to 11 PM 
kolkata," JAMESLONG,DIAMOND HARBOUR ROAD,KOLKATA"," Ground & First Floor,Premises No.108,Ward No.121,James long Sarani,Diamond Habour Road,P.S. Behala,South 24-Parganas,Kolkata -700034 Near Chowman Restaurant Or M.P.Birla School",11 AM to 11 PM 
kolkata, UPOHAR TOWN CENTER KOLKATA, Unit No. UPTC009 UPTC0012 UPTC0013 UPOHAR TOWN CENTER Ground Floor Premises 2052 Chakgaria P.O & P.S Panchasayar  Kolkata 700094,11 AM to 11 PM 
kolkata, SHAKUNTALA PARK KOLKATA 03324521117 03324521116 , First Floor Block-A Priyadarshini Complex No E7-99/A New Biren Roy Road District South 24 Parganas Kolkata West Bengal 700141 PH : 9163815432 9062504459 8910391150 7998321957 9748182180,11 AM to 11 PM 
kolkata, KADAMTALA HOWRAH KOLKATA, Ground Floor and First Floor of Block A Site at 22/5 Bhagaban Chatterjee Lane Ward No-23 P S Bantra Kadamtala Howrah 711101 Contact No 033-26670092/94/96,11 AM to 11 PM 
kolkata, SREE BHAVAN BIRATI KOLKATA WEST BENGAL, Ground Floor Sree Bhavan Holding No 185 Touzi No.172 & 174 JL No.7 Khatian No.439 Dag No.816 Ward No.14/15 M.B Road Mouza Birati District North 24 Pargana under North Dum Dum Municipality Kolkata West Bengal-700051,11 AM to 11 PM 
kolkata, DANKUNI HOOGHLY KOLKATA WEST BENGAL, DANKUNIHOOGHLYKOLKATAWESTBENGALDominosPizzaFirstFloorTNMukherjeeRoadAtRSDagNo2001RSKhatianNo1597LRDagNo2522LRKhatianNo155211203MouzaMrigala JLNo102MunicipalWardNo12PSDankuniDistrictHooghly712311KolkataWestBengal,11 AM to 11 PM 
kolkata, KESTOPUR KOLKATA WEST BENGAL, Shop No A 1 & A 2 Ground Floor Green Valley Apartment Premises No AG 264 Ghosh para bye lane Krishnapur Touzi No 228 229 R S Dag No 3143 R S Khatian No 616 Ward No 25 PS Baguiati Rajarhat District North 24 Parganas Kolkata 700102 West Bengal,11 AM to 11 PM 
kolkata, KRISHNA NAGAR ROAD BARASAT KOLKATA," Ground Floor 391/462/A  Krishna Nagar Road J L No 83  R S No 137 Touzi No 146 Khatian No 721 C S Dag No 1072  R S Dag No 1143 Ward No 3 Mouza-Noapara, Barasat Municipality P S Barasat District North 24 Parganas West Bengal",11 AM to 11 PM 
kolkata, BAGHAJATIN  KOLKATA WEST BENGAL, Ground Floor Mangalam Apartment  K M C  Premises No 109 Mouza Baderaipore  Baghajatin S P D  Block Ward No 101 P S Patuli P O Baghajatin District South 24 Parganas Kolkata 700086 West Bengal,11 AM to 11 PM 
kolkata, KANCHRAPARA  WEST BENGAL, GROUND FLOOR UNIT B HOLDING NO 71 62 76 WARD NO 1 BAG STATION ROAD MOUZA HALISAHAR KANCHRAPARA DISTRICT NORTH 24 PARGANA 743145 WEST BENGAL,11 AM to 11 PM 
kolkata, VISHWAKARMA TOPSIA KOLKATA WEST BENGAL, Ground & First Floor Premises No 29 5B Dr Ambedkar Sarani Ward No 59 Under K M C Kolkata 700046 West Bengal,11 AM to 11 PM 
kolkata, RAIGACHI RAJARHAT KOLKATA WEST BENGAL , Ground Floor above Mahindra Showroom Village & Mouza Raigachi Opp Siddha Galaxia J L No 12 R S Dag No 891 R S No 194 L R Khatian No 1221 1361 & 1292 P S Rajarhat District North 24 Parganas Kolkata 700135 West Bengal,11 AM to 11 PM 
kolkata, Dum Dum Cantonment," Deb Tower ,  Ground Floor , Uk Dutta Road, Dum Dum Cantonment, 0, Kolkata, West Bengal, 700028",11 AM to 11 PM 
kolkata," Barrackpore, Kolkata"," Ground Floor,  ""Shyam Kunj"", Holding No. 40(26),  B.T. Road, P.O. Talpukur,  , Kolkata, West Bengal, 700123",11 AM to 11 PM 
kolkata, Khardah," Ground Floor,  Midland Place, Old Calcutta Road,  Rahara, Holding No. 31/27,  Khardaha, North 24 Parganas, Kolkata, West Bengal, 700112",11 AM to 11 PM 
kolkata, Sonarpur," Ground Floor,  Sonar Sansar, 210, Aghore Sarani, Mission Pally, Sonarpur Station Road, Kolkata, West Bengal, 700103",11 AM to 11 PM 
Agartala, CITY CENTER AGARTALA TRIPURA, City Centre Agartala Paradise Chowmuhani Hari ganga basak road Sheet No 6 West Agartala West Tripura Tripura 799007 Ph-03812305590,11 AM to 11 PM 
Agartala, VIP ROAD GURKHABASTI AGARTALA TRIPURA, VIP ROAD GURKHABASTI AGARTALA TRIPURA Ground Floor Premises No 052634  VIP Road Gurkhabasti Agartala District West Tripura 799006,11 AM to 11 PM 
Agra, SANJAY PLACE," SHOP NO. 114/23 G,DEEP SHIKHA COMPLEX,SANJAY TALKIES, SANJAY PLACE,AGRA - 282003 PH.NO. `0562-2524934/36",11 AM to 11 PM 
Agra, TAJ ROAD-AGRA," D. C. NAND PLAZA,SHOP NO. 113,114,115&116,50B,TAJ ROAD,SHAHZADI MANDI,AGRA - 282001 PH.NO. 0562-2228416/ 7/ 18/ 19/ 20/ 21.",11 AM to 11 PM 
Agra," AGRA, SIKANDRA"," Ground Floor, Plot No.C-1/16,Sector-13, Pandit Deendayal Upadeyepuram,Karkunj Road, Sikandra Agra,UP-282007.",11 AM to 11 PM 
Agra, FATEHABAD ROAD, 921 Heritage Villa Upper Ground FloorFatehabad Road Tajganj Ward Agra282001Uttar Pradesh,11 AM to 11 PM 
Agra," CITY MALL,AGRA,UTTAR PRADESH"," Ground Floor City Mall F Block Road, Kamla Nagar Agra U P 282004 7455044401-02-03-04-05-06",11 AM to 11 PM 
Ahmadnagar, MANMAD ROAD," GROUND FLOOR, SHOP NO 1 MITTAL TOWER,FLAT NO 107/02 & 107/03 NAGAR ROAD,SAVEDI,AHMADNAGAR - 414003 PH.NO. 0241-2422744/2422742 / 43 / 45 / 46 / 47 / 48 / 49",11 AM to 11 PM 
Ahmedabad, SHEKHPUR-KHANPUR," SHOP NO 2, GROUND FLOOR,SACHET-1, OFF C.G. ROAD, NEAR SWASTIK CHAAR RAASTANAVRANGPURA,AHMEDABAD - 380009 PH.NO. 079-26462636/ 26467880/ 26467882",11 AM to 11 PM 
Ahmedabad, AHMEDABAD-2 (ISCON CROSS ROAD)," G-2 , GROUND FLOOR,ASTRON TECH PARK BUILDING,OPP. FUN REPUBLIC COMPLEX,NEAR ISKON TEMPLE, SATELLITE ROAD,AHMEDABAD- 380054 PH.NO- 079-26862444",11 AM to 11 PM 
Ahmedabad, PALADI," UNIT NO. 9&10, GROUND FLOOR,SUKH SHANTI COMPLEX, BHATTA,PALDI, SARKHEJ ROAD,AHMEDABAD,AHMEDABAD - 380007 PH.NO. 079-26638931/ 34",11 AM to 11 PM 
Ahmedabad, MANI NAGAR," CITY PULSE, NEW COTTON MILLS COMPOUND,NEAR BIG BAZAAR, RAIPUR - KAKARIA ROAD,MANI NAGAR,AHMEDABAD - 380022 PH.NO. 079-25460444/ 25460590/ 92",11 AM to 11 PM 
Ahmedabad, SIGMA ICON - I," Shop No. 4, Ground Floor, Sigma Icon - I, Plot No. 237 & Final plot No. 238, Town Planning Scheme No. 5, Moje Jodhpur, Near Shyamal Char Rasta, Opp. Medilink Hospital, Ring Road Satelight, AHMEDABAD - 380015Phone no:-079/40903300",11 AM to 11 PM 
Ahmedabad, DRIVE IN- THAL TEJ," GROUND FLOOR,SHOP NO 9,10,11,SHAILLY COMPLEX,OPP SURDHARA BUNGLOW,NEAR S.A.L HOSPITAL,F.P.NO.82,T.P.SCHEME NO.02,THALTEJ,,AHMEDABAD - 380054 PH.NO. 079-26856421/22/23/24/25/26/27/28",11 AM to 11 PM 
Ahmedabad," VENUS ATLANTIS, VEJALPUR"," GROUND FLOOR, SHOP NO.6VENUS ATLANTIS BUSINESS PARKNEAR PRAHALADNAGAR GARDENVEJALPUR,AHEMADABAD - 380015 PH.NO. 79-40503300/ 31/ 32/ 33/ 34/ 35/ 36/ 37",11 AM to 11 PM 
Ahmedabad," SHIVALIKYASH, AHMEDABAD"," Shop No.G-5, Shivalik Yash, 132 ft Ring Road, Pallav Char Rasta, AHMEDABAD - 380013 Ph No : 079 - 40803300/ 01/ 02/ 03/ 04/ 05/ 06/ 07/ 08",11 AM to 11 PM 
Ahmedabad, WIDE ANGLE," Ground Floor, Wide Angle Multiplex, Satellite Cross Road Old Survey No. 1006, New Survey No. 333 Final Plot No. 158 of T.P.S. No. 6, Taluka City,  S.G. Highway Road, Jodhpur, Ahmedabad, Gujarat-380015, Ph No. 079-26924444",11 AM to 11 PM 
Ahmedabad, AMBAWADI," Shivalik Plaza, Shop No.05, Ground Floor, Opp. A.M.A. Panjara Pole, Near Atira, Polytechnic, AmbawadiAHMADABAD -380015PH.NO-079-49003300",11 AM to 11 PM 
